sr,rr,t,lm,bo,rem,hs,hr,sl
99.0,22.0,86.84957066670734,14.0,83.0,78.0,3.0,76.0,4
98.0,17.0,88.33433256991887,16.0,82.0,84.0,0.0,77.0,4
82.0,28.0,90.19458013543117,13.0,86.0,64.0,0.0,80.0,4
83.0,29.0,86.03057534442185,12.0,83.0,102.0,3.0,77.0,4
90.0,17.0,92.49525534712484,14.0,82.0,79.0,3.0,83.0,4
92.0,19.0,96.55772714326704,17.0,82.0,64.0,1.0,83.0,4
94.0,24.0,94.42265674497776,16.0,83.0,65.0,2.0,75.0,4
82.0,28.0,91.37266543348048,17.0,85.0,72.0,0.0,80.0,4
99.0,24.0,93.5676616608986,14.0,86.0,71.0,0.0,79.0,4
95.0,17.0,95.62888785256374,15.0,87.0,102.0,2.0,76.0,4
88.0,23.0,96.04590003532508,15.0,83.0,77.0,1.0,82.0,4
80.0,19.0,86.34753404988685,12.0,82.0,63.0,0.0,82.0,4
95.0,24.0,93.74460689730392,17.0,82.0,103.0,0.0,83.0,4
81.0,24.0,90.4284180260615,15.0,83.0,90.0,0.0,77.0,4
84.0,25.0,86.29886328635264,17.0,87.0,88.0,0.0,82.0,4
98.0,20.0,98.13817174584732,16.0,83.0,103.0,2.0,78.0,4
93.0,26.0,92.5301476381306,13.0,87.0,100.0,1.0,81.0,4
92.0,20.0,96.07179491509014,13.0,86.0,104.0,3.0,83.0,4
84.0,24.0,87.05855220565546,14.0,83.0,88.0,0.0,84.0,4
82.0,27.0,85.22304414472029,14.0,83.0,89.0,2.0,84.0,4
83.0,18.0,89.28336359928095,14.0,82.0,84.0,1.0,77.0,4
97.0,20.0,95.18168159757133,14.0,86.0,70.0,3.0,79.0,4
80.0,17.0,94.3302929170384,16.0,82.0,103.0,1.0,76.0,4
92.0,18.0,95.45155424467302,15.0,84.0,89.0,0.0,80.0,4
94.0,20.0,85.8332054553941,17.0,82.0,92.0,0.0,82.0,4
98.0,18.0,85.34489052470295,14.0,84.0,62.0,1.0,80.0,4
97.0,28.0,88.80195608813398,13.0,86.0,91.0,1.0,79.0,4
92.0,27.0,87.9405053513379,15.0,85.0,92.0,0.0,84.0,4
81.0,29.0,98.4288852237385,14.0,85.0,77.0,0.0,76.0,4
96.0,19.0,91.90406279821283,17.0,85.0,89.0,1.0,83.0,4
99.0,18.0,88.02482479186003,16.0,84.0,83.0,3.0,75.0,4
95.0,19.0,90.58929449985672,15.0,83.0,97.0,3.0,83.0,4
86.0,28.0,85.60197537631035,17.0,85.0,78.0,1.0,82.0,4
84.0,22.0,94.42622018922177,14.0,83.0,82.0,0.0,80.0,4
85.0,24.0,91.11215747858924,16.0,86.0,63.0,0.0,76.0,4
82.0,16.0,87.78362070369957,14.0,87.0,88.0,3.0,77.0,4
97.0,20.0,85.96655510432089,14.0,86.0,81.0,0.0,81.0,4
89.0,29.0,86.83877238857181,13.0,83.0,90.0,2.0,84.0,4
92.0,20.0,85.66625023917685,16.0,87.0,73.0,0.0,79.0,4
96.0,22.0,85.14862632376533,14.0,85.0,62.0,3.0,75.0,4
83.0,25.0,94.70893184463166,13.0,87.0,97.0,0.0,75.0,4
87.0,20.0,96.77638593108752,16.0,87.0,98.0,2.0,82.0,4
93.0,24.0,89.15007855653526,17.0,84.0,80.0,2.0,84.0,4
81.0,17.0,90.18809070818412,13.0,87.0,82.0,3.0,80.0,4
84.0,16.0,91.64491817407765,13.0,82.0,71.0,1.0,77.0,4
91.0,28.0,94.28476479417428,12.0,82.0,104.0,0.0,80.0,4
83.0,16.0,90.45986433869132,16.0,84.0,83.0,3.0,79.0,4
86.0,18.0,93.92345669836024,17.0,83.0,84.0,3.0,82.0,4
82.0,25.0,93.04331070882388,15.0,84.0,103.0,2.0,84.0,4
94.0,18.0,94.80062368759752,14.0,82.0,98.0,0.0,76.0,4
86.0,27.0,89.925001805428,17.0,85.0,100.0,2.0,80.0,4
94.0,25.0,92.11037393621862,17.0,84.0,98.0,0.0,82.0,4
86.0,27.0,90.41417468502746,16.0,83.0,74.0,2.0,80.0,4
90.0,29.0,96.3177321995839,12.0,84.0,99.0,1.0,84.0,4
99.0,25.0,88.22915782222172,18.0,85.0,74.0,2.0,75.0,4
89.0,20.0,95.1115772368319,17.0,87.0,102.0,3.0,83.0,4
93.0,17.0,93.26906278651134,15.0,84.0,87.0,0.0,78.0,4
84.0,18.0,87.4825134110029,12.0,85.0,95.0,1.0,79.0,4
88.0,24.0,94.14011746817596,12.0,86.0,77.0,2.0,76.0,4
87.0,27.0,92.07031486200086,18.0,83.0,63.0,3.0,76.0,4
84.0,17.0,91.1091627086034,16.0,84.0,88.0,0.0,78.0,4
84.0,25.0,96.94807096847028,16.0,82.0,98.0,1.0,77.0,4
80.0,26.0,86.14093093145186,15.0,83.0,101.0,2.0,78.0,4
96.0,16.0,93.71556324498296,14.0,87.0,81.0,3.0,84.0,4
94.0,29.0,96.92903882696486,15.0,87.0,70.0,2.0,79.0,4
90.0,23.0,96.45063952095823,16.0,86.0,103.0,0.0,77.0,4
94.0,23.0,94.2246913270875,12.0,87.0,67.0,0.0,84.0,4
81.0,26.0,92.85209779909049,16.0,83.0,77.0,2.0,80.0,4
89.0,23.0,85.85076098934411,15.0,86.0,68.0,1.0,81.0,4
84.0,27.0,97.01208872588694,14.0,86.0,60.0,1.0,80.0,4
99.0,23.0,90.1572964771848,12.0,82.0,95.0,0.0,77.0,4
86.0,18.0,95.85224020507916,18.0,87.0,60.0,2.0,75.0,4
81.0,20.0,89.91737514416107,13.0,85.0,62.0,2.0,82.0,4
83.0,26.0,90.47908143785676,17.0,82.0,82.0,2.0,77.0,4
86.0,25.0,88.7433176740254,16.0,84.0,103.0,2.0,80.0,4
98.0,27.0,89.6419741871956,13.0,84.0,93.0,3.0,84.0,4
90.0,24.0,95.27998665057856,14.0,83.0,101.0,0.0,78.0,4
92.0,28.0,92.6936159442261,17.0,85.0,61.0,1.0,80.0,4
96.0,28.0,98.03266960250656,12.0,83.0,62.0,0.0,80.0,4
97.0,18.0,89.58738754283556,13.0,84.0,63.0,0.0,75.0,4
95.0,26.0,93.96003926398043,15.0,87.0,87.0,3.0,80.0,4
91.0,17.0,94.52616559676076,16.0,82.0,90.0,0.0,83.0,4
91.0,21.0,96.43191891015584,18.0,87.0,87.0,3.0,81.0,4
99.0,19.0,93.17114106633586,16.0,85.0,61.0,2.0,84.0,4
97.0,23.0,93.85342153055184,14.0,83.0,76.0,2.0,84.0,4
99.0,22.0,98.16685384276954,16.0,82.0,95.0,0.0,82.0,4
96.0,29.0,88.35738258226891,17.0,84.0,78.0,2.0,80.0,4
97.0,23.0,97.63090710413296,16.0,83.0,84.0,0.0,83.0,4
87.0,28.0,87.46895572466055,18.0,85.0,74.0,1.0,77.0,4
82.0,22.0,95.49206435622114,15.0,85.0,61.0,3.0,79.0,4
90.0,18.0,92.66692250435072,17.0,85.0,104.0,0.0,78.0,4
99.0,18.0,86.6400882200612,14.0,82.0,70.0,3.0,76.0,4
90.0,22.0,88.63247873748706,14.0,85.0,73.0,0.0,75.0,4
88.0,16.0,94.938950635595,14.0,84.0,68.0,1.0,81.0,4
81.0,20.0,92.80171343457734,17.0,83.0,92.0,3.0,80.0,4
96.0,28.0,89.8945228397554,16.0,84.0,78.0,1.0,81.0,4
83.0,29.0,91.84413095094676,18.0,87.0,68.0,3.0,84.0,4
80.0,29.0,98.7179630254614,16.0,82.0,60.0,1.0,78.0,4
91.0,22.0,92.719023598148,13.0,86.0,77.0,2.0,79.0,4
82.0,17.0,94.37191958390513,16.0,84.0,72.0,0.0,82.0,4
83.0,23.0,96.712201778232,18.0,82.0,95.0,1.0,79.0,4
98.0,27.0,89.73473492243096,18.0,83.0,62.0,0.0,80.0,4
86.0,25.0,86.46102073443525,14.0,86.0,78.0,0.0,83.0,4
81.0,26.0,96.50872413636051,16.0,85.0,61.0,3.0,77.0,4
88.0,29.0,87.65015696846014,16.0,82.0,88.0,1.0,76.0,4
97.0,16.0,97.19035224538652,14.0,85.0,91.0,1.0,79.0,4
90.0,22.0,90.40938869695265,13.0,87.0,62.0,0.0,75.0,4
86.0,17.0,96.8523060894727,18.0,85.0,90.0,0.0,79.0,4
85.0,27.0,95.1354370230692,12.0,87.0,85.0,0.0,82.0,4
80.0,18.0,96.36902947919182,13.0,82.0,62.0,1.0,79.0,4
99.0,29.0,95.33956167239072,15.0,84.0,83.0,0.0,84.0,4
84.0,25.0,93.41395979790052,16.0,87.0,79.0,0.0,78.0,4
89.0,18.0,96.70236109157476,16.0,82.0,63.0,1.0,83.0,4
83.0,17.0,86.23106650577594,16.0,87.0,64.0,1.0,77.0,4
95.0,26.0,94.78637535612248,13.0,82.0,60.0,2.0,82.0,4
84.0,26.0,88.77111043282503,13.0,83.0,88.0,2.0,80.0,4
84.0,27.0,93.7682143528034,14.0,85.0,97.0,1.0,78.0,4
92.0,28.0,96.0815220292201,15.0,83.0,100.0,3.0,82.0,4
97.0,25.0,91.89592864086448,16.0,87.0,67.0,0.0,78.0,4
96.0,18.0,95.43836961157898,16.0,83.0,79.0,3.0,80.0,4
87.0,19.0,91.61986928233296,13.0,83.0,99.0,2.0,80.0,4
88.0,19.0,92.26656249413996,18.0,86.0,81.0,0.0,81.0,4
81.0,26.0,94.70511226155554,15.0,82.0,69.0,3.0,77.0,4
87.0,27.0,93.88128242808918,16.0,87.0,90.0,0.0,84.0,4
91.0,24.0,87.90628371679203,16.0,86.0,83.0,2.0,81.0,4
94.0,24.0,87.05146944769591,15.0,84.0,80.0,2.0,81.0,4
95.0,16.0,96.5625739640232,13.0,84.0,98.0,0.0,76.0,4
99.0,22.0,86.41426596741789,17.0,86.0,102.0,2.0,76.0,4
93.0,25.0,91.83682076899132,17.0,87.0,61.0,3.0,77.0,4
80.0,21.0,96.72003243582112,13.0,87.0,61.0,3.0,75.0,4
95.0,26.0,94.72696430106524,13.0,87.0,65.0,3.0,81.0,4
90.0,28.0,92.7604005742766,14.0,83.0,82.0,1.0,76.0,4
81.0,18.0,95.2323126845786,12.0,83.0,94.0,3.0,80.0,4
91.0,19.0,94.5985706786376,18.0,82.0,70.0,0.0,83.0,4
95.0,20.0,90.86967801661702,13.0,83.0,76.0,2.0,79.0,4
88.0,18.0,91.63148063880452,13.0,82.0,75.0,2.0,80.0,4
87.0,16.0,86.05646528002286,13.0,83.0,83.0,0.0,79.0,4
89.0,21.0,97.6610589705202,16.0,86.0,87.0,3.0,78.0,4
84.0,16.0,85.08687757349551,14.0,82.0,65.0,0.0,75.0,4
98.0,23.0,97.2316032340264,17.0,84.0,89.0,0.0,76.0,4
96.0,16.0,97.30195972179756,16.0,82.0,89.0,0.0,83.0,4
90.0,26.0,96.06478532789777,14.0,82.0,82.0,0.0,75.0,4
89.0,21.0,90.1542523974159,17.0,84.0,84.0,3.0,77.0,4
84.0,20.0,85.06833945668761,13.0,85.0,76.0,1.0,75.0,4
83.0,29.0,88.94807077188675,13.0,87.0,90.0,2.0,75.0,4
82.0,21.0,94.74174662506428,18.0,87.0,66.0,2.0,83.0,4
95.0,18.0,88.58830056663042,16.0,82.0,72.0,1.0,75.0,4
98.0,17.0,98.0313214995676,18.0,87.0,66.0,3.0,81.0,4
99.0,25.0,89.95408576317683,12.0,84.0,97.0,1.0,82.0,4
89.0,20.0,87.17353001376391,14.0,87.0,70.0,3.0,77.0,4
88.0,27.0,90.44015443991184,18.0,85.0,69.0,1.0,79.0,4
82.0,25.0,85.2067845653651,18.0,85.0,85.0,3.0,78.0,4
89.0,18.0,95.30650541922996,16.0,85.0,99.0,1.0,79.0,4
88.0,17.0,91.64491407638516,16.0,86.0,84.0,1.0,76.0,4
98.0,23.0,97.99423757544972,13.0,85.0,64.0,1.0,75.0,4
81.0,21.0,87.50379914409459,17.0,87.0,80.0,1.0,75.0,4
99.0,27.0,86.61935370927579,14.0,86.0,98.0,1.0,81.0,4
91.0,29.0,85.15910862828385,15.0,83.0,104.0,2.0,84.0,4
97.0,24.0,91.42909598020027,15.0,86.0,101.0,3.0,84.0,4
88.0,17.0,90.29344034560027,16.0,83.0,76.0,0.0,84.0,4
89.0,18.0,88.2012887401411,18.0,84.0,90.0,1.0,84.0,4
90.0,22.0,92.29419282003036,17.0,85.0,63.0,3.0,78.0,4
97.0,20.0,88.41587671192455,16.0,85.0,91.0,2.0,75.0,4
82.0,22.0,98.8771184875666,16.0,83.0,84.0,1.0,81.0,4
96.0,20.0,87.93319336101827,18.0,83.0,68.0,2.0,84.0,4
84.0,24.0,97.26813121815702,15.0,85.0,89.0,3.0,75.0,4
93.0,27.0,98.98128945613854,15.0,82.0,88.0,2.0,80.0,4
85.0,24.0,96.63948472143235,17.0,83.0,91.0,2.0,77.0,4
82.0,28.0,98.31456439456537,15.0,87.0,78.0,3.0,79.0,4
90.0,24.0,98.15602100020048,18.0,86.0,103.0,0.0,77.0,4
84.0,26.0,88.59511979028507,15.0,82.0,66.0,0.0,78.0,4
96.0,21.0,94.56782666681872,17.0,84.0,81.0,1.0,81.0,4
91.0,17.0,90.37628545149258,15.0,86.0,92.0,1.0,75.0,4
95.0,26.0,86.41667444494364,14.0,86.0,80.0,0.0,84.0,4
80.0,26.0,98.6883693981384,14.0,84.0,88.0,3.0,81.0,4
96.0,21.0,93.43320049750092,15.0,82.0,83.0,2.0,82.0,4
91.0,18.0,97.00328111666391,12.0,85.0,61.0,0.0,83.0,4
81.0,18.0,94.93029313467908,18.0,85.0,93.0,1.0,84.0,4
98.0,20.0,87.16482018615774,16.0,83.0,73.0,0.0,83.0,4
93.0,18.0,92.01468106848716,14.0,84.0,78.0,0.0,83.0,4
93.0,19.0,95.05632869929666,18.0,87.0,80.0,1.0,77.0,4
88.0,29.0,91.00639399693924,16.0,87.0,103.0,2.0,80.0,4
97.0,24.0,93.6020139174468,13.0,86.0,75.0,1.0,82.0,4
90.0,23.0,94.73040190738004,18.0,87.0,65.0,1.0,77.0,4
92.0,19.0,94.7446350364724,16.0,82.0,104.0,2.0,77.0,4
98.0,28.0,87.66257490963768,14.0,86.0,78.0,1.0,79.0,4
88.0,17.0,93.75107254371102,18.0,87.0,71.0,3.0,76.0,4
95.0,24.0,97.14571035707954,16.0,84.0,99.0,0.0,82.0,4
86.0,19.0,97.26282129673234,13.0,85.0,92.0,3.0,77.0,4
83.0,17.0,85.16602517978284,13.0,85.0,66.0,3.0,80.0,4
85.0,20.0,90.76000606639056,17.0,87.0,80.0,2.0,84.0,4
93.0,23.0,88.77951671945173,13.0,85.0,81.0,2.0,79.0,4
80.0,18.0,85.62555311692765,15.0,83.0,78.0,0.0,82.0,4
99.0,17.0,98.18732849393784,14.0,87.0,100.0,1.0,78.0,4
87.0,19.0,91.89812073436984,15.0,83.0,74.0,1.0,75.0,4
81.0,17.0,97.17555764504712,16.0,86.0,67.0,0.0,76.0,4
95.0,29.0,90.66991382533328,12.0,87.0,99.0,3.0,84.0,4
85.0,18.0,93.85340580826902,17.0,84.0,62.0,0.0,84.0,4
82.0,18.0,97.70371263466814,14.0,83.0,68.0,0.0,81.0,4
83.0,26.0,98.24954048125022,17.0,85.0,102.0,1.0,76.0,4
97.0,20.0,98.5629292194908,16.0,87.0,95.0,3.0,75.0,4
98.0,26.0,92.36996762089848,12.0,86.0,83.0,2.0,79.0,4
82.0,20.0,87.32538807680922,18.0,87.0,65.0,1.0,78.0,4
95.0,24.0,98.59427643944822,14.0,85.0,72.0,2.0,75.0,4
97.0,21.0,97.20414076408962,13.0,87.0,99.0,0.0,84.0,4
84.0,18.0,95.7700197827807,15.0,86.0,72.0,0.0,80.0,4
93.0,26.0,90.69052390472484,13.0,87.0,82.0,2.0,80.0,4
96.0,25.0,86.27879637799747,18.0,82.0,69.0,1.0,84.0,4
89.0,23.0,88.54140372590169,12.0,84.0,77.0,2.0,80.0,4
80.0,23.0,86.22125806654392,17.0,84.0,67.0,3.0,79.0,4
84.0,16.0,95.32798911912543,17.0,84.0,102.0,2.0,80.0,4
98.0,29.0,90.44089958383792,15.0,83.0,72.0,1.0,84.0,4
84.0,17.0,87.84377185679385,16.0,83.0,64.0,2.0,84.0,4
97.0,19.0,88.29203265055712,12.0,83.0,92.0,2.0,79.0,4
82.0,27.0,96.21908454583031,16.0,87.0,99.0,2.0,77.0,4
91.0,16.0,97.39978079721982,12.0,82.0,97.0,3.0,75.0,4
91.0,24.0,92.89363749232848,14.0,83.0,95.0,2.0,80.0,4
81.0,18.0,92.51968869129138,13.0,82.0,69.0,1.0,84.0,4
88.0,25.0,92.23798720055996,15.0,83.0,84.0,3.0,84.0,4
98.0,19.0,98.26029952777056,12.0,87.0,100.0,3.0,83.0,4
93.0,21.0,89.89752808872338,18.0,85.0,79.0,2.0,83.0,4
97.0,21.0,85.11532271434196,17.0,82.0,62.0,2.0,77.0,4
92.0,24.0,89.71315456960372,17.0,84.0,84.0,0.0,77.0,4
91.0,28.0,87.20948646582707,15.0,85.0,62.0,3.0,84.0,4
86.0,23.0,94.22004998837902,18.0,82.0,104.0,1.0,81.0,4
96.0,20.0,94.74221471262724,16.0,85.0,63.0,2.0,80.0,4
99.0,16.0,94.5785216005041,14.0,86.0,65.0,1.0,77.0,4
80.0,19.0,91.89873928300288,13.0,86.0,100.0,0.0,81.0,4
99.0,26.0,91.00814230599327,18.0,83.0,98.0,2.0,79.0,4
90.0,21.0,93.93878144342924,16.0,85.0,74.0,2.0,76.0,4
96.0,24.0,94.32818400580264,17.0,84.0,75.0,2.0,84.0,4
91.0,29.0,89.62878414473029,15.0,84.0,77.0,0.0,78.0,4
97.0,16.0,90.4321948828599,14.0,84.0,79.0,3.0,76.0,4
80.0,17.0,98.34960469095869,17.0,86.0,95.0,3.0,77.0,4
82.0,17.0,96.28141782485042,15.0,84.0,87.0,2.0,84.0,4
82.0,20.0,90.53685111037336,12.0,86.0,73.0,1.0,79.0,4
96.0,24.0,94.45030972450849,18.0,84.0,63.0,3.0,75.0,4
91.0,19.0,94.29173857584392,13.0,85.0,96.0,0.0,76.0,4
97.0,17.0,92.55630297610172,16.0,87.0,95.0,3.0,76.0,4
81.0,25.0,93.33835169258673,18.0,85.0,74.0,3.0,78.0,4
85.0,17.0,93.2432890649803,16.0,82.0,65.0,0.0,83.0,4
85.0,27.0,93.20951662234552,13.0,87.0,80.0,0.0,79.0,4
83.0,22.0,95.71686400618346,13.0,83.0,63.0,1.0,79.0,4
96.0,25.0,88.98985891237294,18.0,82.0,79.0,2.0,76.0,4
86.0,29.0,95.82618216353666,16.0,84.0,71.0,3.0,83.0,4
93.0,16.0,94.07608097912538,16.0,84.0,76.0,1.0,81.0,4
98.0,24.0,91.9875507100308,15.0,82.0,104.0,0.0,79.0,4
93.0,22.0,98.25287031135078,15.0,83.0,88.0,2.0,78.0,4
87.0,24.0,95.2281181984618,14.0,84.0,65.0,3.0,81.0,4
94.0,29.0,85.1251112498955,13.0,83.0,91.0,3.0,77.0,4
88.0,28.0,92.73967943803036,18.0,86.0,79.0,2.0,82.0,4
84.0,20.0,85.11052748558222,17.0,87.0,103.0,2.0,75.0,4
93.0,23.0,88.51930824977191,18.0,83.0,72.0,3.0,77.0,4
89.0,28.0,96.69376792855245,16.0,84.0,70.0,2.0,79.0,4
96.0,22.0,86.36063178919808,12.0,84.0,75.0,3.0,79.0,4
94.0,27.0,91.5411684639762,12.0,85.0,63.0,1.0,80.0,4
83.0,29.0,90.1726169336477,16.0,87.0,61.0,0.0,81.0,4
92.0,17.0,88.83221853338921,12.0,82.0,102.0,1.0,82.0,4
95.0,19.0,98.87605114113148,15.0,85.0,78.0,3.0,75.0,4
89.0,28.0,98.69679920226706,18.0,84.0,88.0,3.0,76.0,4
87.0,24.0,85.31837948033879,13.0,87.0,101.0,3.0,79.0,4
89.0,18.0,85.03553075655812,18.0,84.0,92.0,0.0,78.0,4
94.0,29.0,89.65406769679012,12.0,85.0,88.0,3.0,83.0,4
98.0,29.0,94.66406307447971,13.0,84.0,70.0,3.0,82.0,4
98.0,23.0,87.79622556780501,12.0,82.0,64.0,3.0,75.0,4
98.0,20.0,96.8808491894722,16.0,87.0,100.0,0.0,82.0,4
84.0,23.0,90.3051398589208,12.0,86.0,61.0,3.0,84.0,4
99.0,24.0,91.75102929058576,12.0,85.0,65.0,0.0,82.0,4
92.0,29.0,92.56342561024384,17.0,84.0,70.0,2.0,81.0,4
88.0,25.0,94.98366703485112,17.0,87.0,85.0,1.0,84.0,4
85.0,17.0,96.50050277190964,12.0,85.0,88.0,3.0,80.0,4
95.0,29.0,94.37224377959502,18.0,87.0,94.0,1.0,83.0,4
90.0,21.0,86.09507984790478,15.0,82.0,94.0,3.0,84.0,4
85.0,17.0,85.23908932603817,17.0,83.0,85.0,0.0,83.0,4
99.0,23.0,86.0050686605583,14.0,84.0,88.0,3.0,75.0,4
81.0,25.0,93.2174985854487,12.0,82.0,75.0,0.0,84.0,4
90.0,29.0,98.42973777121136,12.0,82.0,85.0,3.0,82.0,4
90.0,21.0,93.7550796090666,15.0,82.0,97.0,1.0,80.0,4
91.0,19.0,95.02165668718672,15.0,82.0,65.0,0.0,78.0,4
80.0,25.0,86.97492587268493,12.0,87.0,75.0,1.0,79.0,4
99.0,20.0,95.4458858190448,14.0,85.0,78.0,2.0,77.0,4
85.0,24.0,91.58887088955592,15.0,86.0,66.0,0.0,77.0,4
85.0,24.0,96.00291837925649,12.0,83.0,64.0,0.0,83.0,4
85.0,28.0,85.43473749823255,15.0,86.0,97.0,3.0,77.0,4
89.0,23.0,88.95403695664987,14.0,84.0,87.0,1.0,84.0,4
92.0,28.0,95.05672547591828,13.0,85.0,69.0,3.0,81.0,4
85.0,22.0,91.4858117824972,12.0,87.0,92.0,0.0,81.0,4
81.0,16.0,93.52065890468585,12.0,84.0,96.0,2.0,80.0,4
94.0,19.0,88.26456477605684,16.0,83.0,60.0,1.0,83.0,4
96.0,25.0,94.39862608320618,17.0,85.0,63.0,1.0,81.0,4
83.0,21.0,85.38218885282875,16.0,87.0,76.0,3.0,77.0,4
99.0,26.0,97.34846161446733,17.0,87.0,86.0,3.0,81.0,4
85.0,23.0,85.88684922854803,18.0,86.0,87.0,0.0,78.0,4
82.0,28.0,97.81052302016954,12.0,82.0,68.0,2.0,78.0,4
80.0,24.0,97.7260901777404,13.0,87.0,76.0,2.0,83.0,4
99.0,18.0,98.1704804519238,15.0,85.0,86.0,3.0,78.0,4
86.0,22.0,90.2793610287772,16.0,82.0,70.0,0.0,75.0,4
92.0,20.0,89.47093716319259,15.0,85.0,94.0,3.0,79.0,4
91.0,17.0,96.92964757049148,12.0,83.0,103.0,1.0,84.0,4
82.0,26.0,87.10824826555994,15.0,86.0,90.0,0.0,78.0,4
97.0,22.0,88.02697636368138,14.0,82.0,85.0,1.0,83.0,4
91.0,27.0,91.11552136755851,18.0,84.0,68.0,0.0,77.0,4
85.0,27.0,91.50077676864667,17.0,84.0,80.0,0.0,80.0,4
93.0,25.0,96.32218415067852,15.0,82.0,100.0,3.0,82.0,4
98.0,19.0,90.60051508587182,17.0,84.0,64.0,2.0,82.0,4
81.0,20.0,92.62684075129712,16.0,83.0,98.0,0.0,82.0,4
82.0,29.0,86.2797388663699,13.0,84.0,64.0,0.0,83.0,4
95.0,28.0,90.01832197007995,18.0,87.0,69.0,3.0,77.0,4
93.0,22.0,91.41062907891605,18.0,85.0,101.0,2.0,76.0,4
97.0,25.0,93.76263526471386,15.0,86.0,68.0,1.0,77.0,4
84.0,28.0,89.84832386305246,12.0,87.0,76.0,0.0,83.0,4
84.0,20.0,96.6506607667387,13.0,86.0,79.0,1.0,84.0,4
85.0,19.0,91.13235468450492,12.0,85.0,82.0,0.0,78.0,4
86.0,28.0,93.89606505185677,18.0,84.0,82.0,0.0,78.0,4
83.0,16.0,98.53299393384884,18.0,82.0,64.0,0.0,77.0,4
84.0,24.0,97.29433525758148,17.0,87.0,76.0,1.0,78.0,4
90.0,29.0,86.6660227938018,18.0,87.0,68.0,1.0,77.0,4
96.0,22.0,88.95555343903982,16.0,86.0,83.0,0.0,76.0,4
94.0,27.0,88.3419770238107,13.0,87.0,68.0,3.0,79.0,4
96.0,26.0,86.16480708722725,13.0,87.0,71.0,0.0,82.0,4
84.0,24.0,93.58710180571131,15.0,83.0,61.0,0.0,75.0,4
93.0,23.0,89.3273551865769,12.0,82.0,101.0,0.0,81.0,4
96.0,26.0,89.17221082953903,16.0,86.0,99.0,1.0,81.0,4
97.0,29.0,98.35414673338045,12.0,86.0,100.0,0.0,79.0,4
89.0,22.0,92.59211952604512,14.0,82.0,104.0,3.0,80.0,4
95.0,27.0,97.99814288934058,17.0,82.0,78.0,2.0,81.0,4
84.0,20.0,98.85803493716055,14.0,82.0,100.0,1.0,81.0,4
89.0,19.0,93.43149941536112,15.0,82.0,82.0,0.0,84.0,4
99.0,25.0,86.30744545813228,17.0,82.0,72.0,3.0,83.0,4
99.0,26.0,86.3805916519259,12.0,86.0,74.0,1.0,82.0,4
85.0,17.0,98.08916802954944,17.0,84.0,99.0,1.0,80.0,4
97.0,18.0,96.73548032932432,15.0,87.0,81.0,0.0,77.0,4
96.0,20.0,92.56116037298494,17.0,85.0,104.0,0.0,75.0,4
93.0,24.0,93.4527266716927,13.0,83.0,97.0,1.0,79.0,4
87.0,16.0,97.5162768647552,13.0,84.0,77.0,3.0,75.0,4
94.0,18.0,87.25458229287885,17.0,83.0,84.0,0.0,77.0,4
82.0,18.0,98.62841106304766,12.0,82.0,61.0,1.0,82.0,4
98.0,23.0,86.90209865654961,18.0,87.0,63.0,0.0,80.0,4
81.0,16.0,97.48047454232866,15.0,82.0,92.0,2.0,84.0,4
82.0,21.0,92.5586809018876,17.0,84.0,60.0,0.0,76.0,4
95.0,21.0,97.15250245507988,16.0,83.0,63.0,3.0,77.0,4
99.0,28.0,91.38625672553248,18.0,87.0,76.0,1.0,76.0,4
80.0,20.0,88.78515077917577,14.0,86.0,72.0,3.0,79.0,4
93.0,20.0,92.84696934685988,15.0,87.0,73.0,2.0,82.0,4
95.0,18.0,92.17983001759076,16.0,82.0,61.0,2.0,76.0,4
94.0,26.0,86.03612373804312,16.0,84.0,89.0,2.0,79.0,4
83.0,18.0,85.31856796506251,17.0,85.0,95.0,3.0,79.0,4
87.0,25.0,98.70249294668218,15.0,82.0,82.0,2.0,78.0,4
82.0,18.0,87.68948245724056,16.0,83.0,101.0,2.0,76.0,4
83.0,29.0,92.8070612719752,13.0,84.0,78.0,1.0,77.0,4
88.0,27.0,92.76278892021762,12.0,83.0,103.0,1.0,76.0,4
99.0,27.0,86.1443197791804,15.0,86.0,85.0,3.0,80.0,4
99.0,26.0,90.51902328826952,13.0,83.0,93.0,3.0,80.0,4
97.0,22.0,96.50460514170668,14.0,85.0,71.0,2.0,82.0,4
95.0,22.0,87.14871176414587,18.0,83.0,95.0,2.0,80.0,4
85.0,21.0,85.67606966817456,15.0,85.0,82.0,3.0,79.0,4
90.0,17.0,85.16679023494905,13.0,87.0,89.0,1.0,82.0,4
95.0,26.0,95.02055577371448,17.0,86.0,77.0,1.0,75.0,4
83.0,27.0,92.00456606740676,18.0,83.0,63.0,1.0,84.0,4
93.0,29.0,96.46873852555048,15.0,83.0,80.0,1.0,76.0,4
84.0,18.0,86.93355892229786,17.0,86.0,100.0,3.0,76.0,4
84.0,17.0,98.6965710260636,17.0,87.0,88.0,1.0,83.0,4
96.0,20.0,96.10544238641862,17.0,87.0,93.0,0.0,78.0,4
91.0,16.0,85.71524683970733,13.0,82.0,103.0,3.0,80.0,4
98.0,27.0,89.30608352142418,17.0,84.0,99.0,3.0,79.0,4
98.0,28.0,86.41928906670466,14.0,87.0,95.0,3.0,76.0,4
90.0,16.0,96.77717228722943,15.0,85.0,89.0,2.0,83.0,4
